ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG
09,Ciudad de México,011,Tláhuac,0081,San Miguel (Chinampas),64,1,0,0
09,Ciudad de México,011,Tláhuac,0086,Xila,101,2,0,0
09,Ciudad de México,011,Tláhuac,0087,Axolocalco (Prolongación Santa Cruz),49,8,5,28
09,Ciudad de México,011,Tláhuac,0089,El Tetecon (El Solitario),15,0,0,1
09,Ciudad de México,011,Tláhuac,0094,Chinampa San Juan,15,1,0,2
09,Ciudad de México,011,Tláhuac,0095,Fin de Galeana,*,*,*,*
09,Ciudad de México,011,Tláhuac,0103,Paraje Xometitla,115,7,0,23
09,Ciudad de México,011,Tláhuac,0104,San Ignacio de Loyola,653,60,0,142
09,Ciudad de México,011,Tláhuac,0108,Paraje Ayecac,63,4,0,14
09,Ciudad de México,011,Tláhuac,0110,La Ciénega,2146,286,1,609
09,Ciudad de México,011,Tláhuac,0111,Chinampas Tetelco,21,2,0,1
09,Ciudad de México,011,Tláhuac,0113,Lomas de Xocotlán,130,30,3,75
09,Ciudad de México,011,Tláhuac,0116,Santa Catarina [Lienzo Charro],*,*,*,*
09,Ciudad de México,011,Tláhuac,0119,Tierra Blanca Parte Alta,144,13,0,21
09,Ciudad de México,011,Tláhuac,0122,Las Tablas,*,*,*,*
09,Ciudad de México,011,Tláhuac,0126,Camino a Tlaltenco,54,0,0,17
09,Ciudad de México,011,Tláhuac,0128,Prolongación Peña Alta,74,14,0,13
09,Ciudad de México,011,Tláhuac,0129,Rancho los Pollitos,22,1,0,0
09,Ciudad de México,011,Tláhuac,0133,Ejido de San Juan Ixtayopan,11,0,0,9
09,Ciudad de México,011,Tláhuac,0134,Tabla Telocuatitla,18,1,0,15
09,Ciudad de México,011,Tláhuac,0136,El Pato,270,32,0,57
09,Ciudad de México,011,Tláhuac,0137,Ejido de Tláhuac,49,11,0,17
09,Ciudad de México,011,Tláhuac,0140,El Paraíso (Mecoxtla),988,131,1,316
09,Ciudad de México,011,Tláhuac,0141,Colonia los 500 metros,294,25,0,86
09,Ciudad de México,011,Tláhuac,0142,Ampliación San Miguel,216,44,0,16
09,Ciudad de México,011,Tláhuac,0143,Ninguno,*,*,*,*
09,Ciudad de México,011,Tláhuac,0145,Xalpa (López Portillo),154,34,0,52
09,Ciudad de México,011,Tláhuac,0146,Piñón,26,4,0,24
09,Ciudad de México,011,Tláhuac,0148,Puertantitla (Camino al Cerro),143,18,0,113
09,Ciudad de México,011,Tláhuac,0149,Prolongación el Rosario,121,18,0,13
09,Ciudad de México,011,Tláhuac,0150,La Nopalera,8,12,0,6
09,Ciudad de México,011,Tláhuac,0152,Bugambilias,12,0,0,1
09,Ciudad de México,011,Tláhuac,0153,Tezontitla,17,0,0,8
09,Ciudad de México,011,Tláhuac,0154,Xalatlayco,99,17,0,29
09,Ciudad de México,011,Tláhuac,0155,El Capulín,26,2,0,2
09,Ciudad de México,011,Tláhuac,0156,Las Palmas,7,0,0,6
09,Ciudad de México,011,Tláhuac,0157,Tezontenco,*,*,*,*
09,Ciudad de México,011,Tláhuac,0158,Las Calabacitas,*,*,*,*
09,Ciudad de México,011,Tláhuac,0159,Apoyautla (Cerro de Guadalupe),144,31,1,87
09,Ciudad de México,011,Tláhuac,0160,Las Nieves (Almoloya),76,15,0,33
09,Ciudad de México,011,Tláhuac,0161,La Cruz,14,0,0,17
09,Ciudad de México,011,Tláhuac,0162,Mixtlaplan,57,15,0,18
09,Ciudad de México,011,Tláhuac,0163,El Llano,37,13,0,20
09,Ciudad de México,011,Tláhuac,9998,Localidades de una vivienda,8,0,0,6
09,Ciudad de México,011,Tláhuac,9999,Localidades de dos viviendas,36,1,0,9
09,Ciudad de México,012,Tlalpan,0000,Total del Municipio,531983,52851,2478,111218
09,Ciudad de México,012,Tlalpan,0001,Tlalpan,455692,43721,2301,97017
09,Ciudad de México,012,Tlalpan,0019,Parres (El Guarda),2163,605,1,423
09,Ciudad de México,012,Tlalpan,0026,San Miguel Ajusco,28837,2963,91,5310
09,Ciudad de México,012,Tlalpan,0027,San Miguel Topilejo,31592,3839,46,5513
09,Ciudad de México,012,Tlalpan,0105,Apapaxtles,51,5,0,11
09,Ciudad de México,012,Tlalpan,0108,Paraje Cercatenco,*,*,*,*
09,Ciudad de México,012,Tlalpan,0112,Cañada del Acueducto,95,16,0,50
09,Ciudad de México,012,Tlalpan,0114,Cuamino,7,0,0,4
09,Ciudad de México,012,Tlalpan,0118,La Cima,*,*,*,*
09,Ciudad de México,012,Tlalpan,0123,Xacatixtla (Granja la Garriga),*,*,*,*
09,Ciudad de México,012,Tlalpan,0124,Héroes de 1910,428,47,2,93
09,Ciudad de México,012,Tlalpan,0128,Las Raíces,24,0,0,1
09,Ciudad de México,012,Tlalpan,0129,Kilómetro 38,*,*,*,*
09,Ciudad de México,012,Tlalpan,0130,Kilómetro 36.5 (El Crucero),58,0,0,11
09,Ciudad de México,012,Tlalpan,0131,Las Maravillas (Kilómetro 37),42,3,0,0
09,Ciudad de México,012,Tlalpan,0132,Kilómetro 33.5,4,0,1,2
09,Ciudad de México,012,Tlalpan,0135,Lomas de Tepemecatl,2876,312,11,859
09,Ciudad de México,012,Tlalpan,0140,El Oyamel,*,*,*,*
09,Ciudad de México,012,Tlalpan,0144,Piedra Larga,438,62,0,32
09,Ciudad de México,012,Tlalpan,0145,Piedras Blancas,*,*,*,*
09,Ciudad de México,012,Tlalpan,0152,Rancho Ramírez,*,*,*,*
09,Ciudad de México,012,Tlalpan,0155,La Fortaleza,*,*,*,*
09,Ciudad de México,012,Tlalpan,0159,La Pedrera,59,11,0,22
09,Ciudad de México,012,Tlalpan,0161,El Pedregal,585,86,0,147
09,Ciudad de México,012,Tlalpan,0162,El Sifón,50,10,0,43
09,Ciudad de México,012,Tlalpan,0168,Chalcuitongo (La Asunción),727,144,9,168
09,Ciudad de México,012,Tlalpan,0175,Siete Ocotes,35,0,0,0
09,Ciudad de México,012,Tlalpan,0179,El Charco,607,66,1,84
09,Ciudad de México,012,Tlalpan,0187,Huinixco,222,29,1,19
09,Ciudad de México,012,Tlalpan,0192,Rancho Kyalami,*,*,*,*
09,Ciudad de México,012,Tlalpan,0193,Los Sauces,*,*,*,*
09,Ciudad de México,012,Tlalpan,0198,La Troje,15,2,0,1
09,Ciudad de México,012,Tlalpan,0199,El Cofrecito,*,*,*,*
09,Ciudad de México,012,Tlalpan,0201,Rancho los Compadres,*,*,*,*
09,Ciudad de México,012,Tlalpan,0207,Camino Viejo a San Andrés,*,*,*,*
09,Ciudad de México,012,Tlalpan,0209,Rancho San Nicolás,*,*,*,*
09,Ciudad de México,012,Tlalpan,0210,El Arenal,51,4,0,10
09,Ciudad de México,012,Tlalpan,0216,Cuanejaque,161,32,1,45
09,Ciudad de México,012,Tlalpan,0217,El Oyameyo,127,20,0,42
09,Ciudad de México,012,Tlalpan,0218,Parada Oyameyo (Kilómetro 31.5),83,3,0,26
09,Ciudad de México,012,Tlalpan,0220,La Campana,20,0,0,0
09,Ciudad de México,012,Tlalpan,0221,La Rufina,47,0,0,3
09,Ciudad de México,012,Tlalpan,0222,Nopaltitla,570,63,1,35
09,Ciudad de México,012,Tlalpan,0229,Tres Cabañas,*,*,*,*
09,Ciudad de México,012,Tlalpan,0232,El Alambrado,*,*,*,*
09,Ciudad de México,012,Tlalpan,0237,Xomulco (Oyamertonco),32,0,0,4
09,Ciudad de México,012,Tlalpan,0246,Rancho Chico,*,*,*,*
09,Ciudad de México,012,Tlalpan,0249,Rancho los Cedros del Abuelo,*,*,*,*
09,Ciudad de México,012,Tlalpan,0252,La Morucha,*,*,*,*
09,Ciudad de México,012,Tlalpan,0254,Barranquilla,17,0,0,1
09,Ciudad de México,012,Tlalpan,0256,La Capilla,*,*,*,*
09,Ciudad de México,012,Tlalpan,0262,El Sicomoro,*,*,*,*
09,Ciudad de México,012,Tlalpan,0263,Tlamenelolpa (Los Encinos),*,*,*,*
09,Ciudad de México,012,Tlalpan,0265,La Candelaria,*,*,*,*
09,Ciudad de México,012,Tlalpan,0266,La Providencia,*,*,*,*
09,Ciudad de México,012,Tlalpan,0267,Finca Trancas (UCAPSA),*,*,*,*
09,Ciudad de México,012,Tlalpan,0268,Kilómetro 32.3,*,*,*,*
09,Ciudad de México,012,Tlalpan,0269,Temaxcatitla (Kilómetro 32.2),63,0,0,2
09,Ciudad de México,012,Tlalpan,0272,Colonia Ocotla,77,6,0,38
09,Ciudad de México,012,Tlalpan,0275,Kilómetro 29.5,20,5,0,19
09,Ciudad de México,012,Tlalpan,0276,Lomas del Capulín (Kilómetro 30),339,63,4,123
09,Ciudad de México,012,Tlalpan,0277,Tlatepancaltitla (Kilómetro 30.5),41,0,0,14
09,Ciudad de México,012,Tlalpan,0278,José María Morelos,*,*,*,*
09,Ciudad de México,012,Tlalpan,0280,Tlalalpuente,18,2,1,0
09,Ciudad de México,012,Tlalpan,0282,Ocotla Chico,699,150,2,92
09,Ciudad de México,012,Tlalpan,0283,Paraje Atonco,28,3,0,0
09,Ciudad de México,012,Tlalpan,0290,La Herradura,634,89,0,70
09,Ciudad de México,012,Tlalpan,0291,Carretera al Ajusco,40,7,0,2
09,Ciudad de México,012,Tlalpan,0295,Chahualixcantitla,7,7,0,2
09,Ciudad de México,012,Tlalpan,0296,Lomas de San José,63,2,0,4
09,Ciudad de México,012,Tlalpan,0300,Colonia San Juan,191,4,0,24
09,Ciudad de México,012,Tlalpan,0301,Colonia Aguayoto,224,23,0,78
09,Ciudad de México,012,Tlalpan,0302,Los Encinos,77,6,0,12
09,Ciudad de México,012,Tlalpan,0303,Kilómetro 32.1,*,*,*,*
09,Ciudad de México,012,Tlalpan,0305,Lienzo Charro Pepe Castro,*,*,*,*
09,Ciudad de México,012,Tlalpan,0310,Camino a la Venta,40,0,0,11
09,Ciudad de México,012,Tlalpan,0311,La Monera,15,0,0,0
09,Ciudad de México,012,Tlalpan,0316,Huiquilahua,*,*,*,*
09,Ciudad de México,012,Tlalpan,0317,El Tianguillo,5,0,0,0
09,Ciudad de México,012,Tlalpan,0319,Popotenco,20,0,0,0
09,Ciudad de México,012,Tlalpan,0325,Planta Abasolo,71,6,0,16
09,Ciudad de México,012,Tlalpan,0326,Cuauhtenco,8,0,0,2
09,Ciudad de México,012,Tlalpan,0327,Tepozán [Parque Ecoturístico],*,*,*,*
09,Ciudad de México,012,Tlalpan,0328,Ejidos de San Andrés Totoltepec,306,20,0,58
09,Ciudad de México,012,Tlalpan,0330,Área de los Venados (La SIREFA),*,*,*,*
09,Ciudad de México,012,Tlalpan,0333,Prolongación Acueducto,14,0,0,6
09,Ciudad de México,012,Tlalpan,0335,Rancho el Tordi...yo,*,*,*,*
09,Ciudad de México,012,Tlalpan,0337,Rancho Yamel,*,*,*,*
09,Ciudad de México,012,Tlalpan,0339,El Oyamel,3,0,0,4
09,Ciudad de México,012,Tlalpan,0340,Rancho Tres Hermanos,*,*,*,*
09,Ciudad de México,012,Tlalpan,0341,Las Cruces,*,*,*,*
09,Ciudad de México,012,Tlalpan,0342,Rancho Matamoros,10,0,0,0
09,Ciudad de México,012,Tlalpan,0343,Rancho Valentina,*,*,*,*
09,Ciudad de México,012,Tlalpan,0346,Tepehuaxotla (Prolongación Pirámide),126,2,0,28
09,Ciudad de México,012,Tlalpan,0347,Las Calaveras (Doña Cristy),*,*,*,*
09,Ciudad de México,012,Tlalpan,0350,Los Tlapancos,85,3,0,20
09,Ciudad de México,012,Tlalpan,0351,Carretera al Ajusco II,98,12,0,18
09,Ciudad de México,012,Tlalpan,0353,Camino Antiguo a Cuernavaca,*,*,*,*
09,Ciudad de México,012,Tlalpan,0354,Acazacatongo,41,21,0,24
09,Ciudad de México,012,Tlalpan,0355,Acueducto 1ra. Sección,19,12,0,4
09,Ciudad de México,012,Tlalpan,0356,El Campo,8,0,0,0
09,Ciudad de México,012,Tlalpan,0357,Cuatzontle,32,1,0,1
09,Ciudad de México,012,Tlalpan,0358,El Arcoiris,142,24,0,24
09,Ciudad de México,012,Tlalpan,0359,Tixtapaltongo (Loma de Ahuayoto),5,0,0,1
09,Ciudad de México,012,Tlalpan,0360,Rancho Ahuayoto,4,0,0,6
09,Ciudad de México,012,Tlalpan,0361,Oyametonco,9,3,0,0
09,Ciudad de México,012,Tlalpan,0362,Cansacaballos,*,*,*,*
09,Ciudad de México,012,Tlalpan,0364,Bellavista,*,*,*,*
09,Ciudad de México,012,Tlalpan,0365,Ojo de Agua,*,*,*,*
09,Ciudad de México,012,Tlalpan,0368,Tepelancoxtla,*,*,*,*
09,Ciudad de México,012,Tlalpan,0371,San Agustín,*,*,*,*
09,Ciudad de México,012,Tlalpan,0373,Ispancolohuia,19,21,0,3
09,Ciudad de México,012,Tlalpan,0374,Paraje Tlalmenelolpa,70,4,0,15
09,Ciudad de México,012,Tlalpan,0376,Teteocotla,208,7,0,19
09,Ciudad de México,012,Tlalpan,0377,Paraje el Tezontle Acopiaxco,*,*,*,*
09,Ciudad de México,012,Tlalpan,0378,Rancho Viejo,26,1,3,13
09,Ciudad de México,012,Tlalpan,0379,Paraje el Negro,*,*,*,*
09,Ciudad de México,012,Tlalpan,0381,Ololica (Loloigque),95,19,0,12
09,Ciudad de México,012,Tlalpan,0383,Tepacheras (Kilómetro 31),69,3,0,17
09,Ciudad de México,012,Tlalpan,0389,La Loma,*,*,*,*
09,Ciudad de México,012,Tlalpan,0390,La Reja,41,6,0,3
09,Ciudad de México,012,Tlalpan,0391,Popocotla,39,0,0,4
09,Ciudad de México,012,Tlalpan,0392,Colonia Cuauhtenco (Kilómetro 27),39,1,0,3
09,Ciudad de México,012,Tlalpan,0393,Kilómetro 28 Sur,218,30,0,63
09,Ciudad de México,012,Tlalpan,0394,Paraje Buenavista,118,14,2,26
09,Ciudad de México,012,Tlalpan,0395,Los Encinos [Rancho],*,*,*,*
09,Ciudad de México,012,Tlalpan,0396,Tezontitla,645,63,0,142
09,Ciudad de México,012,Tlalpan,0398,Rancho Teo,*,*,*,*
09,Ciudad de México,012,Tlalpan,0399,Piedra Suelta,179,28,0,34
09,Ciudad de México,012,Tlalpan,0401,El Retiro,*,*,*,*
09,Ciudad de México,012,Tlalpan,0403,Las Castañas,*,*,*,*
09,Ciudad de México,012,Tlalpan,0404,San Carlos,*,*,*,*
09,Ciudad de México,012,Tlalpan,0405,Rancho Chato,*,*,*,*
09,Ciudad de México,012,Tlalpan,0406,El Capricho,*,*,*,*
09,Ciudad de México,012,Tlalpan,0407,El Sillar,*,*,*,*
09,Ciudad de México,012,Tlalpan,0409,Rancho Nevado,*,*,*,*
09,Ciudad de México,012,Tlalpan,0410,La Soledad,10,0,0,0
09,Ciudad de México,012,Tlalpan,0413,El Arco Amarillo,*,*,*,*
09,Ciudad de México,012,Tlalpan,0414,El Guardita,*,*,*,*
09,Ciudad de México,012,Tlalpan,0415,El Capricho,*,*,*,*
09,Ciudad de México,012,Tlalpan,0416,Tlayelpa,84,8,0,13
09,Ciudad de México,012,Tlalpan,0417,Autriquie,*,*,*,*
09,Ciudad de México,012,Tlalpan,0418,Cebadillas,48,5,0,1
09,Ciudad de México,012,Tlalpan,0419,Rancho Mac,*,*,*,*
09,Ciudad de México,012,Tlalpan,0420,El Salitrillo,40,0,0,0
09,Ciudad de México,012,Tlalpan,0421,El Encanto,*,*,*,*
09,Ciudad de México,012,Tlalpan,0422,Xoxoctongo,36,4,0,1
09,Ciudad de México,012,Tlalpan,0423,La Huerta,9,7,0,8
09,Ciudad de México,012,Tlalpan,0424,El Líder,*,*,*,*
09,Ciudad de México,012,Tlalpan,0426,Pedregal del Xitle,27,2,0,6
09,Ciudad de México,012,Tlalpan,0427,Santa Ana,37,18,0,14
09,Ciudad de México,012,Tlalpan,0428,Tlapexco,*,*,*,*
09,Ciudad de México,012,Tlalpan,0429,El Resumidero,123,12,0,37
09,Ciudad de México,012,Tlalpan,0430,Zamora,6,0,0,4
09,Ciudad de México,012,Tlalpan,0431,Acanceh,*,*,*,*
09,Ciudad de México,012,Tlalpan,0432,Majadatonco,*,*,*,*
09,Ciudad de México,012,Tlalpan,0433,Rancho Tequila,*,*,*,*
09,Ciudad de México,012,Tlalpan,0434,La Loma,*,*,*,*
09,Ciudad de México,012,Tlalpan,0435,La Manga Lagunitas,*,*,*,*
09,Ciudad de México,012,Tlalpan,0436,Xililimoco,91,24,0,26
09,Ciudad de México,012,Tlalpan,0437,Tierra Blanca,*,*,*,*
09,Ciudad de México,012,Tlalpan,0438,Ejido de San Miguel Xicalco,18,0,0,1
09,Ciudad de México,012,Tlalpan,0439,La Joyita,91,11,0,9
09,Ciudad de México,012,Tlalpan,0440,Ayopa,43,27,0,21
09,Ciudad de México,012,Tlalpan,9998,Localidades de una vivienda,160,5,0,33
09,Ciudad de México,012,Tlalpan,9999,Localidades de dos viviendas,97,17,0,11
09,Ciudad de México,013,Xochimilco,0000,Total del Municipio,343974,32610,1297,63640
09,Ciudad de México,013,Xochimilco,0001,Xochimilco,334398,31556,1255,61634
09,Ciudad de México,013,Xochimilco,0091,Tepemimilco,117,0,1,38
09,Ciudad de México,013,Xochimilco,0096,Ixotitla,172,12,3,17
09,Ciudad de México,013,Xochimilco,0111,Paraje Lila (El Ladrillo),25,0,0,5
09,Ciudad de México,013,Xochimilco,0112,Paraje Texhuilo,*,*,*,*
09,Ciudad de México,013,Xochimilco,0113,Zacapa,10,0,0,0
09,Ciudad de México,013,Xochimilco,0118,Barrio San Antonio (Cruz Monte),215,22,0,42
09,Ciudad de México,013,Xochimilco,0134,Ampliación Chalmita,489,67,1,56
09,Ciudad de México,013,Xochimilco,0135,El Mirador (Tetexaloca),*,*,*,*
09,Ciudad de México,013,Xochimilco,0136,Tepexomulco,478,27,0,48
09,Ciudad de México,013,Xochimilco,0137,Tlachiultepec de Ahuayucan (Las Malvinas),182,24,0,64
09,Ciudad de México,013,Xochimilco,0138,Tepetitla (Tlacoxpan),72,4,0,26
09,Ciudad de México,013,Xochimilco,0139,Tlacualleli (El Calvario),52,4,0,35
09,Ciudad de México,013,Xochimilco,0140,Tlaltepetla (Tehuistitla),125,4,0,19
09,Ciudad de México,013,Xochimilco,0143,Tlalatlaco,82,5,0,17
09,Ciudad de México,013,Xochimilco,0146,Tlatzala (Cuayuca),178,16,0,13
09,Ciudad de México,013,Xochimilco,0147,Isla de las Muñecas,*,*,*,*
09,Ciudad de México,013,Xochimilco,0151,Tepuente,40,3,0,5
09,Ciudad de México,013,Xochimilco,0157,Tipipili,460,77,3,164
09,Ciudad de México,013,Xochimilco,0160,Tochuca (San Salvador),281,29,0,59
09,Ciudad de México,013,Xochimilco,0162,Pepelaxtla,253,16,0,74
09,Ciudad de México,013,Xochimilco,0163,Tecacalango,176,4,0,27
09,Ciudad de México,013,Xochimilco,0164,Tzompole,34,0,0,5
09,Ciudad de México,013,Xochimilco,0165,Cacalco (Tepextenco),8,0,0,10
09,Ciudad de México,013,Xochimilco,0168,Texalco (Joyas de Texalco),*,*,*,*
09,Ciudad de México,013,Xochimilco,0169,Apatlaco,74,8,0,13
09,Ciudad de México,013,Xochimilco,0172,Paraje de la Ciénega,17,6,0,24
09,Ciudad de México,013,Xochimilco,0177,Kilómetro 26,*,*,*,*
09,Ciudad de México,013,Xochimilco,0178,Tlapizatil (Puente de Urrutia),129,14,0,33
09,Ciudad de México,013,Xochimilco,0180,Tepexomulco las Rocas,16,19,0,17
09,Ciudad de México,013,Xochimilco,0181,Ocotitla Tepachuxiac,197,12,0,61
09,Ciudad de México,013,Xochimilco,0182,Tecuyo,*,*,*,*
09,Ciudad de México,013,Xochimilco,0183,Hualpalcaltepec,*,*,*,*
09,Ciudad de México,013,Xochimilco,0184,Atotle,252,31,0,46
09,Ciudad de México,013,Xochimilco,0185,Los Tejocotes,20,0,0,11
09,Ciudad de México,013,Xochimilco,0187,Tepepatlaxtle,111,26,1,24
09,Ciudad de México,013,Xochimilco,0190,Tixculco,33,2,0,7
09,Ciudad de México,013,Xochimilco,0191,Tecoexcontitla,160,17,5,80
09,Ciudad de México,013,Xochimilco,0193,El Potrero (Bosques de la Paz),17,9,0,12
09,Ciudad de México,013,Xochimilco,0195,Paraje Tepanyecac,30,17,0,11
09,Ciudad de México,013,Xochimilco,0196,Tepepula,48,0,0,0
09,Ciudad de México,013,Xochimilco,0197,La Angostura,14,2,0,5
09,Ciudad de México,013,Xochimilco,0198,Sihuatlixpa,16,5,0,4
09,Ciudad de México,013,Xochimilco,0201,Cuatixi,51,0,0,2
09,Ciudad de México,013,Xochimilco,0202,Paraje Zacapa,658,94,1,112
09,Ciudad de México,013,Xochimilco,0203,Santa Catarina (Piedra Blanca),51,0,0,3
09,Ciudad de México,013,Xochimilco,0204,Huepaltepec,41,0,0,14
09,Ciudad de México,013,Xochimilco,0205,Tecuanatla (Arenal Papanco),83,18,0,36
09,Ciudad de México,013,Xochimilco,0206,Tepepecalachico (Inopilco),17,0,0,2
09,Ciudad de México,013,Xochimilco,0207,Rancho la Flor,*,*,*,*
09,Ciudad de México,013,Xochimilco,0208,Los Cedros,*,*,*,*
09,Ciudad de México,013,Xochimilco,0209,Tepeclite,36,3,0,1
09,Ciudad de México,013,Xochimilco,0210,Acalipa,25,0,0,4
09,Ciudad de México,013,Xochimilco,0213,Ampliación Bugambilias (Nauhtecpan),69,8,0,51
09,Ciudad de México,013,Xochimilco,0214,Tepeyecac (El Arenal),113,4,0,22
09,Ciudad de México,013,Xochimilco,0215,Tepexomulco (Kilómetro 27.8),12,0,0,0
09,Ciudad de México,013,Xochimilco,0218,Ixcuicuilco,37,2,0,4
09,Ciudad de México,013,Xochimilco,0224,Corralón Policía Federal de Caminos,12,0,0,2
09,Ciudad de México,013,Xochimilco,0226,Cocopalcuautla,58,13,0,0
09,Ciudad de México,013,Xochimilco,0231,Tecanco,249,51,0,55
09,Ciudad de México,013,Xochimilco,0232,Atlaxco,68,27,0,28
09,Ciudad de México,013,Xochimilco,0234,Barrio Nochicala,131,14,0,34
09,Ciudad de México,013,Xochimilco,0236,Camino Real a San Pedro,103,28,0,20
09,Ciudad de México,013,Xochimilco,0237,El Cedral,20,0,0,8
09,Ciudad de México,013,Xochimilco,0238,La Espejera,21,9,0,10
09,Ciudad de México,013,Xochimilco,0239,Ahuatitla (Texcopaxuli),155,21,8,48
09,Ciudad de México,013,Xochimilco,0242,Atenco (Tlaquilpa),47,0,0,0
09,Ciudad de México,013,Xochimilco,0243,Naxayopa,206,11,0,10
09,Ciudad de México,013,Xochimilco,0244,Coapantitla,56,6,0,0
09,Ciudad de México,013,Xochimilco,0245,San Martín,*,*,*,*
09,Ciudad de México,013,Xochimilco,0246,Francisco Villa (Tepejoyuca),20,4,0,3
09,Ciudad de México,013,Xochimilco,0247,Tecaxi,*,*,*,*
09,Ciudad de México,013,Xochimilco,0249,Chililico,93,2,6,12
09,Ciudad de México,013,Xochimilco,0251,Camino al Panteón (Las Cruces),44,1,0,9
09,Ciudad de México,013,Xochimilco,0252,Texopantitla (Chocolines),159,8,2,13
09,Ciudad de México,013,Xochimilco,0253,Ilimunxutitla,63,4,0,4
09,Ciudad de México,013,Xochimilco,0256,La Cienega,*,*,*,*
09,Ciudad de México,013,Xochimilco,0257,Los Pinos (Tecacahuaco),265,28,1,41
09,Ciudad de México,013,Xochimilco,0258,Temamatla,133,22,0,13
09,Ciudad de México,013,Xochimilco,0261,Milahuaytitla,25,0,0,11
09,Ciudad de México,013,Xochimilco,0262,Nochicala (Pajaritos),34,2,0,8
09,Ciudad de México,013,Xochimilco,0263,San Juan Diego (Matlacuaitla),32,3,0,27
09,Ciudad de México,013,Xochimilco,0264,Paraje Tlahuiteco,23,0,0,2
09,Ciudad de México,013,Xochimilco,0265,Moyocalco,122,22,4,35
09,Ciudad de México,013,Xochimilco,0266,Cuahuticultitla,116,7,0,12
09,Ciudad de México,013,Xochimilco,0267,Tizilingo,196,12,0,17
09,Ciudad de México,013,Xochimilco,0269,Bosques de la Paz,131,19,0,51
09,Ciudad de México,013,Xochimilco,0270,Contlalco,56,5,0,17
09,Ciudad de México,013,Xochimilco,0271,Tlalmelaca,78,31,0,7
09,Ciudad de México,013,Xochimilco,0273,Zacazontlipac,486,35,0,54
09,Ciudad de México,013,Xochimilco,0274,Tepetlatzinco,11,1,0,0
09,Ciudad de México,013,Xochimilco,0275,El Corazón,36,0,0,6
09,Ciudad de México,013,Xochimilco,0276,Ocoxochoca,25,0,0,12
09,Ciudad de México,013,Xochimilco,0277,Texcalatlaco,19,7,0,6
09,Ciudad de México,013,Xochimilco,0278,Azizicantitla,77,1,0,17
09,Ciudad de México,013,Xochimilco,0280,Duraznotitla (Tlaquilpa),*,*,*,*
09,Ciudad de México,013,Xochimilco,0281,Ahuapixititla,11,1,2,11
09,Ciudad de México,013,Xochimilco,0282,El Corral,2,3,0,1
09,Ciudad de México,013,Xochimilco,0283,Axomulco,45,1,0,1
09,Ciudad de México,013,Xochimilco,0284,Oquetzalpa,38,7,0,30
09,Ciudad de México,013,Xochimilco,0285,Texcalpa,22,14,1,9
09,Ciudad de México,013,Xochimilco,0286,Acapa,6,0,0,3
09,Ciudad de México,013,Xochimilco,0287,Ototzingo (Acuario),33,0,0,0
09,Ciudad de México,013,Xochimilco,0288,Tlalmenalqui,*,*,*,*
09,Ciudad de México,013,Xochimilco,0289,Zacatongo,34,3,0,8
09,Ciudad de México,013,Xochimilco,0290,Ampliacion Tlapanoya Baja,57,0,0,3
09,Ciudad de México,013,Xochimilco,0291,Ampliación San Bartolo,55,8,2,9
09,Ciudad de México,013,Xochimilco,0292,Ampliación San Martín Caballero,20,1,0,0
09,Ciudad de México,013,Xochimilco,0293,Techachalictic,16,0,0,0
09,Ciudad de México,013,Xochimilco,0294,Las Cubetas,22,0,0,5
09,Ciudad de México,013,Xochimilco,0295,San Sebastián,18,4,0,5
09,Ciudad de México,013,Xochimilco,9998,Localidades de una vivienda,5,1,1,5
09,Ciudad de México,013,Xochimilco,9999,Localidades de dos viviendas,46,6,0,1
09,Ciudad de México,014,Benito Juárez,0000,Total del Municipio,305323,24493,4132,99203
09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,305323,24493,4132,99203
09,Ciudad de México,015,Cuauhtémoc,0000,Total del Municipio,378996,40236,5277,119709
09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,378996,40236,5277,119709
09,Ciudad de México,016,Miguel Hidalgo,0000,Total del Municipio,300662,24676,11228,70497
09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,300662,24676,11228,70497
09,Ciudad de México,017,Venustiano Carranza,0000,Total del Municipio,337374,37618,2722,64898
09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza,337374,37618,2722,64898
